ingredient_name,Zn,Na,Se,Potassium (K),Phosphorus (P),Manganese (Mn),Magnesium (Mg),Iron (Fe),Fluoride (F),Copper (Cu),Calcium (Ca),Vitamin K,Vitamin E,Vitamin D,Vitamin C,Vitamin B6,Vitamin B12,Vitamin A,Thiamin (B1),Ribofavin (B2),Pantothenic Acid (B5),Niacin (B3),Cholines,Saturated Fattyacid,Trans Fattyacid,Alcohol (ethyl),Fiber (F),Carb,Fats,Calories,Sugars,Cholestrols,Caffeines,Water (H2O),Ashes,Proteins,Purchase Cost,Purchase Amt,Price / Unit,Persian
Pepper (Banana),25.000,13.000,0.300,256.000,32.000,100.000,17.000,0.460,0.000,94.000,14.000,9.500,0.690,0.000,82.700,357.000,0.000,340.000,81.000,54.000,265.000,1.242,7.400,48.000,0.000,0.000,3.400,5.350,0.450,27.000,1.950,6.000,0.000,91.810,0.730,1.660,,,,فلفل (موز)
Pepper (Hot Chili.Green),0.300,7.000,0.500,340.000,46.000,237.000,25.000,1.200,0.000,174.000,18.000,14.300,0.690,0.000,242.500,278.000,0.000,"1,179.000",90.000,90.000,61.000,950.000,11.100,21.000,0.000,0.000,1.500,9.460,0.200,40.000,5.100,0.000,0.000,87.740,0.600,2.000,,,,فلفل (فلفل تند.سبز)
Pepper (Hot Chili.Red),0.260,9.000,0.500,322.000,43.000,187.000,23.000,1.030,0.000,129.000,14.000,14.000,0.690,0.000,143.000,506.000,0.000,952.000,72.000,86.000,201.000,1.244,10.900,42.000,0.000,0.000,1.500,8.810,0.440,40.000,5.300,0.000,0.000,88.020,0.870,1.870,,,,فلفل (فلفل تند.قرمز)
Pepper (jalapeno.canned),0.340,"1,671.000",0.400,193.000,18.000,114.000,15.000,1.880,0.000,146.000,23.000,12.900,0.690,0.000,10.000,190.000,0.000,"1,700.000",43.000,38.000,416.000,403.000,5.000,97.000,0.000,0.000,2.600,4.740,0.940,27.000,2.140,0.000,0.000,88.890,4.510,0.920,,,,فلفل (jalapeno.کنسرو)
Pepper (Sweet.Green),0.130,3.000,0.000,175.000,20.000,122.000,10.000,0.340,2.000,66.000,10.000,7.400,0.370,0.000,80.400,224.000,0.000,370.000,57.000,28.000,99.000,480.000,5.500,58.000,0.000,0.000,1.700,4.640,0.170,20.000,2.400,9.000,0.000,93.890,0.430,0.860,,,,فلفل (شیرین.سبز)
Pepper (Sweet.Red),0.250,4.000,0.100,211.000,26.000,112.000,12.000,0.430,0.000,17.000,7.000,4.900,1.580,0.000,127.700,291.000,0.000,"3,131.000",54.000,85.000,317.000,979.000,5.600,59.000,0.000,0.000,2.100,6.030,0.300,26.000,4.200,0.000,0.000,92.210,0.470,0.990,,,,فلفل (شیرین.قرمز)
Pepper (Sweet.Yellow),0.170,2.000,0.300,212.000,24.000,117.000,12.000,0.460,0.000,107.000,11.000,0.000,0.000,0.000,183.500,168.000,0.000,200.000,28.000,25.000,168.000,890.000,5.000,31.000,0.000,0.000,0.900,6.320,0.210,27.000,0.000,0.000,0.000,92.020,0.450,1.000,,,,فلفل (شیرین و زرد)
Peppermint,1.110,31.000,0.000,569.000,73.000,1.176,80.000,5.080,0.000,329.000,243.000,0.000,0.000,0.000,31.800,129.000,0.000,"4,248.000",82.000,266.000,338.000,1.706,1.000,246.000,0.000,0.000,8.000,14.890,0.940,70.000,0.000,13.000,0.000,78.650,1.760,3.750,,,,نعناع فلفلی
Pineapple,0.120,1.000,0.100,109.000,8.000,927.000,12.000,0.290,0.000,110.000,13.000,0.700,0.020,0.000,47.800,112.000,0.000,58.000,79.000,32.000,213.000,500.000,5.500,9.000,0.000,0.000,1.400,13.120,0.120,50.000,9.850,6.000,0.000,86.000,0.220,0.540,,,,آناناس
Pineapple (canned),0.100,1.000,0.400,122.000,6.000,1.121,14.000,0.280,4.200,86.000,14.000,0.300,0.010,0.000,9.500,74.000,0.000,38.000,95.000,19.000,100.000,284.000,4.800,6.000,0.000,0.000,0.800,15.700,0.080,60.000,14.450,0.000,0.000,83.510,0.300,0.420,,,,آناناس (کنسرو شده)
Pink Beans,2.550,8.000,13.000,"1,464.000",415.000,1.376,182.000,6.770,0.000,810.000,130.000,5.700,0.210,0.000,0.000,527.000,0.000,0.000,772.000,192.000,997.000,1.892,67.200,292.000,0.000,0.000,12.700,64.190,1.130,343.000,2.140,0.000,0.000,1.060,3.660,20.960,,,,لوبیا صورتی
Pinto Beans,2.280,12.000,27.900,"1,393.000",411.000,1.148,176.000,5.070,0.000,893.000,113.000,5.600,0.210,0.000,6.300,474.000,0.000,0.000,713.000,212.000,785.000,1.174,66.200,235.000,0.000,0.000,15.500,62.550,1.230,347.000,2.110,0.000,0.000,11.330,3.460,21.420,,,,لوبیا چیتی
Pistachios,2.200,1.000,7.000,"1,025.000",490.000,1.200,121.000,3.920,3.400,1.300,105.000,0.000,2.860,0.000,5.600,1.700,0.000,516.000,870.000,160.000,520.000,1.300,1.000,5.907,0.000,0.000,10.600,27.170,45.320,560.000,7.660,427.000,0.000,4.370,2.990,20.160,,,,پسته
Plum,0.100,0.000,0.000,157.000,16.000,52.000,7.000,0.170,2.000,57.000,6.000,6.400,0.260,0.000,9.500,29.000,0.000,345.000,28.000,26.000,135.000,417.000,1.900,17.000,0.000,0.000,1.400,11.420,0.280,46.000,9.920,7.000,0.000,87.230,0.370,0.700,,,,آلو
Pomegranate,0.350,3.000,0.500,236.000,36.000,119.000,12.000,0.300,0.000,158.000,10.000,16.400,0.600,0.000,10.200,75.000,0.000,0.000,67.000,53.000,377.000,293.000,7.600,120.000,0.000,0.000,4.000,18.700,1.170,83.000,13.670,5.000,0.000,77.930,0.530,1.670,,,,انار
Pomegranate Juice,0.090,9.000,0.300,214.000,11.000,95.000,7.000,0.100,0.000,21.000,11.000,10.400,0.380,0.000,0.100,40.000,0.000,0.000,15.000,15.000,285.000,233.000,4.800,77.000,0.000,0.000,0.100,13.130,0.290,54.000,12.650,0.000,0.000,85.950,0.490,0.150,,,,آب انار
Pork (Bacon.Raw),1.140,751.000,20.100,201.000,166.000,12.000,13.000,0.380,0.000,46.000,6.000,0.000,0.400,0.400,0.000,266.000,0.500,37.000,276.000,81.000,555.000,4.022,47.800,12.615,147.000,0.000,0.000,0.000,37.130,393.000,0.350,66.000,0.000,46.740,2.590,13.660,,,,گوشت خوک (بیکن. خام)
Pork (Belly.Raw),1.020,32.000,8.000,185.000,108.000,6.000,4.000,0.520,0.000,52.000,5.000,0.000,0.390,0.000,0.300,130.000,0.840,10.000,396.000,242.000,256.000,4.647,0.000,19.330,0.000,0.000,0.000,0.000,53.010,518.000,0.000,72.000,0.000,36.740,0.490,9.340,,,,گوشت خوک (شکم. خام)
Pork (Ground.Raw),2.200,56.000,24.600,287.000,175.000,10.000,19.000,0.880,0.000,45.000,14.000,0.000,0.000,0.000,0.700,383.000,0.700,7.000,732.000,235.000,668.000,4.338,88.300,7.870,0.000,0.000,0.000,0.000,21.190,263.000,0.000,72.000,0.000,61.060,0.870,16.880,,,,گوشت خوک (زمینی. خام)
Potato,0.290,16.000,0.300,407.000,62.000,145.000,21.000,0.520,0.000,116.000,9.000,1.600,0.010,0.000,9.100,203.000,0.000,8.000,71.000,34.000,281.000,1.066,11.000,26.000,0.000,0.000,2.400,15.710,0.100,69.000,1.150,0.000,0.000,81.580,0.940,1.680,"70,000","1,000",70,سیب زمینی
Poultry Seasoning,3.140,27.000,7.200,684.000,171.000,6.857,224.000,35.300,0.000,843.000,996.000,805.400,1.320,0.000,12.000,1.320,0.000,"2,632.000",264.000,191.000,0.000,2.970,30.300,3.290,0.000,0.000,11.300,65.590,7.530,307.000,1.800,96.000,0.000,9.310,5.920,9.590,,,,چاشنی مرغ
Pretzels,1.040,"1,240.000",4.400,223.000,128.000,1.015,29.000,4.580,0.000,156.000,27.000,2.800,0.470,0.000,2.100,74.000,0.000,0.000,424.000,332.000,322.000,5.270,29.500,391.000,4.000,0.000,3.400,80.390,2.930,384.000,2.210,0.000,0.000,3.130,3.510,10.040,,,,چوب شور
Prunes,0.000,23.000,0.000,852.000,72.000,0.000,0.000,2.800,0.000,0.000,31.000,0.000,0.000,0.000,4.300,0.000,0.000,"2,000.000",40.000,0.000,430.000,2.500,0.000,16.000,0.000,0.000,3.300,65.100,0.200,257.000,39.000,0.000,0.000,30.000,2.600,2.100,,,,آلو خشک
Pummelo,0.080,1.000,0.000,216.000,17.000,17.000,6.000,0.110,0.000,48.000,4.000,0.000,0.000,0.000,61.000,36.000,0.000,8.000,34.000,27.000,0.000,220.000,0.000,0.000,0.000,0.000,1.000,9.620,0.040,38.000,0.000,0.000,0.000,89.100,0.480,0.760,,,,پوملو
Pumpkin,0.320,1.000,0.300,340.000,44.000,125.000,12.000,0.800,0.000,127.000,21.000,1.100,1.060,0.000,9.000,61.000,0.000,"8,513.000",50.000,110.000,298.000,600.000,8.200,52.000,0.000,0.000,0.500,6.500,0.100,26.000,2.760,12.000,0.000,91.600,0.800,1.000,,,,کدو تنبل
PumpkinSeed.Kernels,7.810,7.000,9.400,809.000,"1,233.000",4.543,590.000,8.820,0.000,1.343,46.000,7.300,2.180,0.000,1.900,143.000,0.000,16.000,273.000,153.000,750.000,4.987,63.000,8.659,64.000,0.000,6.000,10.710,49.050,559.000,1.400,0.000,0.000,5.230,4.780,30.230,,,,دانه کدو تنبل
Radish (Oriental),0.150,21.000,0.700,227.000,23.000,38.000,16.000,0.400,0.000,115.000,27.000,0.300,0.000,0.000,22.000,46.000,0.000,0.000,20.000,20.000,138.000,200.000,7.300,30.000,0.000,0.000,1.600,4.100,0.100,18.000,2.500,0.000,0.000,94.620,0.580,0.600,,,,تربچه (شرقی)
Radish (White icicle),0.130,16.000,0.700,280.000,28.000,33.000,9.000,0.800,0.000,99.000,27.000,0.000,0.000,0.000,29.000,75.000,0.000,0.000,30.000,20.000,184.000,300.000,5.000,30.000,0.000,0.000,1.400,2.630,0.100,14.000,0.000,0.000,0.000,95.370,0.800,1.100,,,,تربچه (یخ سفید)
Rasins,0.180,28.000,0.600,825.000,75.000,267.000,30.000,2.590,0.000,302.000,28.000,0.000,0.000,0.000,5.400,188.000,0.000,0.000,112.000,182.000,45.000,1.114,0.000,178.000,0.000,0.000,6.800,78.470,0.540,296.000,0.000,0.000,0.000,16.570,1.890,2.520,,,,کشمش
RaspBerries,0.420,1.000,0.200,151.000,29.000,670.000,22.000,0.690,0.000,90.000,25.000,7.800,0.870,0.000,26.200,55.000,0.000,33.000,32.000,38.000,329.000,598.000,12.300,19.000,0.000,0.000,6.500,11.940,0.650,52.000,4.420,0.000,0.000,85.750,0.460,1.200,,,,تمشک
Red Cabbage,0.220,27.000,0.600,243.000,30.000,243.000,16.000,0.800,0.000,17.000,45.000,38.200,0.110,0.000,57.000,209.000,0.000,"1,116.000",64.000,69.000,147.000,418.000,17.100,21.000,0.000,0.000,2.100,7.370,0.160,31.000,3.830,0.000,0.000,90.390,0.640,1.430,,,,کلم قرمز
Red Grapes (Muscadine),0.110,1.000,0.000,203.000,24.000,1.973,14.000,0.260,0.000,119.000,37.000,0.000,0.000,0.000,6.500,0.000,0.000,67.000,0.000,1.500,0.000,0.000,1.200,0.000,0.000,0.000,3.900,13.930,0.470,57.000,8.160,0.000,0.000,84.290,0.500,0.810,,,,انگور قرمز (Muscadine)
Red Pepper (Powder),4.300,"2,867.000",20.400,"1,950.000",300.000,1.700,149.000,17.300,0.000,1.000,330.000,105.700,38.140,0.000,0.700,2.094,0.000,"29,650.000",250.000,940.000,888.000,11.600,66.500,2.462,0.000,0.000,34.800,49.700,14.280,282.000,7.190,83.000,0.000,10.750,11.810,13.460,,,,فلفل قرمز (پودر)
RedOak Lettuce,0.200,25.000,1.500,187.000,28.000,203.000,12.000,1.200,0.000,28.000,33.000,140.300,0.150,0.000,3.700,100.000,0.000,"7,492.000",64.000,77.000,144.000,321.000,11.800,28.000,0.000,0.000,0.900,2.260,0.220,13.000,0.480,0.000,0.000,95.640,0.550,1.330,,,,کاهو RedOak
RegularCoffee.Instant,0.010,4.000,0.100,30.000,3.000,15.000,4.000,0.040,0.000,11.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,236.000,1.000,2.000,0.000,0.000,0.000,0.340,0.000,2.000,0.000,0.000,26.000,99.090,0.170,0.100,,,,Regular Coffee.Instant
Rhubarb,0.100,4.000,1.100,288.000,14.000,196.000,12.000,0.220,0.000,21.000,86.000,29.300,0.270,0.000,8.000,24.000,0.000,102.000,20.000,30.000,85.000,300.000,6.100,53.000,0.000,0.000,1.800,4.540,0.200,21.000,1.100,0.000,0.000,93.610,0.760,0.900,,,,ریواس
Rice flour,0.800,0.000,15.100,76.000,98.000,1.200,35.000,0.350,0.000,130.000,10.000,0.000,0.110,0.000,0.000,436.000,0.000,0.000,138.000,21.000,819.000,2.590,5.800,386.000,0.000,0.000,2.400,80.130,1.420,366.000,0.120,0.000,0.000,11.890,0.610,5.950,,,,آرد برنج
Rice.Raw.Long.White,1.090,5.000,15.100,115.000,115.000,1.088,25.000,4.310,0.000,220.000,28.000,0.100,0.110,0.000,0.000,164.000,0.000,0.000,576.000,49.000,1.014,4.192,5.800,180.000,0.000,0.000,1.300,79.950,0.660,365.000,0.120,0.000,0.000,11.620,0.640,7.130,,,,برنج.خام.بلند.سفید
Rice.Raw.Medium.Brown,2.020,4.000,0.000,268.000,264.000,3.743,143.000,1.800,0.000,277.000,33.000,0.000,0.000,0.000,0.000,509.000,0.000,0.000,413.000,43.000,1.493,4.308,0.000,536.000,0.000,0.000,3.400,76.170,2.680,362.000,0.000,0.000,0.000,12.370,1.270,7.500,,,,برنج.خام.متوسط.قهوه ای
Rice.Raw.Medium.White,1.160,1.000,15.100,86.000,108.000,1.100,35.000,4.360,0.000,110.000,9.000,0.000,0.110,0.000,0.000,145.000,0.000,0.000,578.000,48.000,1.342,5.093,0.000,158.000,0.000,0.000,1.400,79.340,0.580,360.000,0.000,0.000,0.000,12.890,0.580,6.610,,,,برنج.خام.متوسط.سفید
Rice.Raw.Short.White,1.100,1.000,0.000,76.000,95.000,1.037,23.000,0.800,0.000,210.000,3.000,0.000,0.000,0.000,0.000,171.000,0.000,0.000,70.000,48.000,1.287,1.600,0.000,140.000,0.000,0.000,0.000,79.150,0.520,358.000,0.000,0.000,0.000,13.290,0.540,6.500,,,,برنج.خام.کوتاه.سفید
Rolled Oats,3.200,3.000,28.900,358.000,458.000,4.300,270.000,4.640,0.000,370.000,47.000,2.000,0.420,0.000,0.000,100.000,0.000,0.000,540.000,120.000,710.000,820.000,25.800,1.110,0.000,0.000,9.400,68.180,6.870,371.000,1.420,0.000,0.000,9.370,1.870,13.700,,,,جو دوسر نورد شده
Romain(cos) Lettuce,0.230,8.000,0.400,247.000,30.000,155.000,14.000,0.970,0.000,48.000,33.000,102.500,0.130,0.000,4.000,74.000,0.000,"8,710.000",72.000,67.000,142.000,313.000,9.900,39.000,0.000,0.000,2.100,3.290,0.300,17.000,1.190,0.000,0.000,94.610,0.580,1.230,,,,کاهو رومن (cos)
Rosemary (Fresh),0.930,26.000,0.000,668.000,66.000,960.000,91.000,6.650,0.000,301.000,317.000,0.000,0.000,0.000,21.800,336.000,0.000,"2,924.000",36.000,152.000,804.000,912.000,1.000,2.838,0.000,0.000,14.100,20.700,5.860,131.000,0.000,44.000,0.000,67.770,2.350,3.310,,,,رزماری (تازه)
Rosemary.Dried,3.230,50.000,4.600,955.000,70.000,1.867,220.000,29.250,0.000,550.000,"1,280.000",0.000,0.000,0.000,61.200,1.740,0.000,"3,128.000",514.000,428.000,0.000,1.000,1.000,7.371,0.000,0.000,42.600,64.060,15.220,331.000,0.000,58.000,0.000,9.310,6.530,4.880,,,,رزماری.خشک شده
Saffron,1.090,148.000,5.600,"1,724.000",252.000,28.408,264.000,11.100,0.000,328.000,111.000,0.000,0.000,0.000,80.800,1.010,0.000,530.000,115.000,267.000,0.000,1.460,1.000,1.586,0.000,0.000,3.900,65.370,5.850,310.000,0.000,0.000,0.000,11.900,5.450,11.430,,,,زعفران
Salami.Beef (Cooked),1.770,"1,140.000",14.600,188.000,205.000,46.000,13.000,2.200,41.200,190.000,6.000,1.300,0.190,1.200,0.000,180.000,3.060,0.000,103.000,189.000,950.000,3.238,57.500,9.865,0.000,0.000,0.000,1.900,22.200,261.000,1.500,71.000,0.000,60.000,3.300,12.600,,,,سالامی گوشت گاو (پخته)
Salt (table),0.100,"38,758.000",0.100,8.000,0.000,100.000,1.000,0.330,2.000,30.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,99.800,0.000,,,,نمک (سفره)
Seasame Paste,7.290,12.000,35.500,582.000,659.000,2.540,362.000,19.200,0.000,4.214,960.000,0.000,0.000,0.000,0.000,816.000,0.000,50.000,240.000,200.000,52.000,6.700,1.000,7.124,0.000,0.000,5.500,24.050,50.870,586.000,0.000,0.000,0.000,1.600,5.400,18.080,,,,خمیر کنجد
Shallots,0.400,12.000,1.200,334.000,60.000,292.000,21.000,1.200,0.000,88.000,37.000,0.800,0.040,0.000,8.000,345.000,0.000,4.000,60.000,20.000,290.000,200.000,11.300,17.000,0.000,0.000,3.200,16.800,0.100,72.000,7.870,5.000,0.000,79.800,0.800,2.500,,,,موسیر
Smarties (M&M),0.000,68.000,0.000,0.000,0.000,0.000,0.000,1.230,0.000,0.000,116.000,0.000,0.000,0.000,0.600,0.000,0.000,224.000,0.000,0.000,0.000,0.000,0.000,14.466,184.000,0.000,2.700,68.400,23.360,502.000,62.540,15.000,0.000,1.190,1.400,4.780,,,,اسمارتیز (M&M)
Soft Candy,0.000,166.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.100,0.000,0.000,0.000,77.800,11.100,444.000,50.000,0.000,0.000,1.000,1.000,0.000,,,,آب نبات نرم
Sour Cherry,0.100,3.000,0.000,173.000,15.000,112.000,9.000,0.320,0.000,104.000,16.000,2.100,0.070,0.000,10.000,44.000,0.000,"1,283.000",30.000,40.000,143.000,400.000,6.100,68.000,0.000,0.000,1.600,12.180,0.300,50.000,8.490,0.000,0.000,86.130,0.400,1.000,,,,آلبالو
Sour Cream,0.500,83.000,3.100,212.000,71.000,0.000,10.000,0.070,0.000,16.000,141.000,0.500,0.300,0.200,0.900,20.000,0.420,328.000,40.000,120.000,0.000,70.000,19.200,6.600,0.000,0.000,0.000,7.100,10.600,136.000,0.220,35.000,0.000,78.100,0.700,3.500,,,,خامه ترش
Soy Beans,4.890,2.000,0.000,"1,797.000",704.000,2.517,280.000,15.700,0.000,1.658,277.000,47.000,0.850,0.000,6.000,377.000,0.000,1.000,874.000,870.000,793.000,1.623,115.900,2.884,0.000,0.000,9.300,30.160,19.940,446.000,7.330,0.000,0.000,8.540,3.000,36.000,,,,دانه های سویا
Spearmint (Fresh),1.090,30.000,0.000,458.000,60.000,1.118,63.000,11.870,0.000,240.000,199.000,0.000,0.000,0.000,13.300,158.000,0.000,"4,054.000",78.000,175.000,250.000,948.000,1.000,191.000,0.000,0.000,6.800,8.410,0.730,44.000,0.000,10.000,0.000,85.550,2.030,3.290,,,,نعناع (تازه)
Speramint.Dried,2.410,344.000,0.000,"1,924.000",276.000,11.482,602.000,87.470,0.000,1.542,"1,488.000",0.000,0.000,0.000,0.000,2.579,0.000,"10,579.000",288.000,1.421,1.399,6.561,1.000,1.577,0.000,0.000,29.800,52.040,6.030,285.000,0.000,82.000,0.000,11.300,10.700,19.930,,,,اسپرامینت.خشک شده
Spinach,0.530,79.000,1.000,558.000,49.000,897.000,79.000,2.710,0.000,130.000,99.000,482.900,2.030,0.000,28.100,195.000,0.000,"9,377.000",78.000,189.000,65.000,724.000,19.300,63.000,0.000,0.000,2.200,3.630,0.390,23.000,0.420,9.000,0.000,91.400,1.720,2.860,,,,اسفناج
Split Peas (Green),3.490,5.000,10.700,852.000,334.000,1.190,63.000,4.730,0.000,809.000,46.000,15.900,0.120,0.000,1.800,140.000,0.000,149.000,719.000,244.000,962.000,3.608,156.900,408.000,0.000,0.000,22.200,61.630,3.890,364.000,3.140,0.000,0.000,8.690,2.670,23.120,,,,نخود خرد شده (سبز)
Spring Onions (Scallions),0.390,16.000,0.600,276.000,37.000,160.000,20.000,1.480,0.000,83.000,72.000,207.000,0.550,0.000,18.800,61.000,0.000,997.000,55.000,80.000,75.000,525.000,5.700,32.000,0.000,0.000,2.600,7.340,0.190,32.000,2.330,0.000,0.000,89.830,0.810,1.830,,,,پیازچه (پیازچه)
Sprinkles,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,300.000,100.000,"2,000.000",1.000,0.000,0.000,1.000,1.000,0.000,,,,پاشیده می شود
Sprite,0.040,9.000,0.000,1.000,0.000,2.000,1.000,0.110,55.900,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.400,0.000,0.000,0.000,0.000,10.140,0.020,40.000,8.980,0.000,0.000,89.780,0.010,0.050,,,,جن
Squash (Zuccini),0.320,8.000,0.200,261.000,38.000,177.000,18.000,0.370,0.000,53.000,16.000,4.300,0.120,0.000,17.900,163.000,0.000,200.000,45.000,94.000,204.000,451.000,9.500,84.000,0.000,0.000,1.000,3.110,0.320,17.000,2.500,0.000,0.000,94.790,0.580,1.210,,,,کدو حلوایی (زوچینی)
Strawberries,0.140,1.000,0.400,153.000,24.000,386.000,13.000,0.410,4.400,48.000,16.000,2.200,0.290,0.000,58.800,47.000,0.000,12.000,24.000,22.000,125.000,386.000,5.700,15.000,0.000,0.000,2.000,7.680,0.300,32.000,4.890,12.000,0.000,90.950,0.400,0.670,,,,توت فرنگی
Sugar.Brown,0.030,28.000,1.200,133.000,4.000,64.000,9.000,0.710,0.000,47.000,83.000,0.000,0.000,0.000,0.000,41.000,0.000,0.000,0.000,0.000,132.000,110.000,2.300,0.000,0.000,0.000,0.000,98.090,0.000,380.000,97.020,0.000,0.000,1.340,0.450,0.120,,,,شکر.قهوه ای
Sugar.Granulated,0.010,1.000,0.600,2.000,0.000,4.000,0.000,0.050,0.000,7.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.980,0.000,387.000,99.800,0.000,0.000,0.020,0.010,0.000,,,,شکر.دانه
Sugar.Powdered,0.010,2.000,0.600,2.000,0.000,4.000,0.000,0.060,0.000,7.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.770,0.000,389.000,97.810,0.000,0.000,0.230,0.010,0.000,,,,شکر.پودر شده
SunflowerSeed.Kernels,5.000,9.000,53.000,645.000,660.000,1.950,325.000,5.250,0.000,1.800,78.000,0.000,35.170,0.000,1.400,1.345,0.000,50.000,1.480,355.000,1.130,8.335,55.100,4.455,0.000,0.000,8.600,20.000,51.460,584.000,2.620,534.000,0.000,4.730,3.020,20.780,,,,دانه آفتابگردان.مغز
Swedes,0.200,21.000,0.300,159.000,22.000,120.000,10.000,0.100,0.000,70.000,22.000,0.000,9.000,9.000,19.000,230.000,0.000,0.000,100.000,0.000,0.000,1.000,0.000,20.000,0.000,0.000,2.700,5.100,0.100,30.000,4.900,0.000,0.000,91.000,0.750,0.800,,,,سوئدی ها
Sweet Corn,0.460,15.000,0.600,270.000,89.000,163.000,37.000,0.520,0.000,54.000,2.000,0.300,0.070,0.000,6.800,93.000,0.000,187.000,155.000,55.000,717.000,1.770,23.000,325.000,0.000,0.000,2.000,18.700,1.350,86.000,6.260,0.000,0.000,76.050,0.620,3.270,,,,ذرت شیرین
Sweet Potatos,0.300,55.000,0.600,337.000,47.000,258.000,25.000,0.610,0.000,151.000,30.000,1.800,0.260,0.000,2.400,209.000,0.000,"14,187.000",78.000,61.000,800.000,557.000,12.300,18.000,0.000,0.000,3.000,20.120,0.050,86.000,4.180,12.000,0.000,77.280,0.990,1.570,,,,سیب زمینی شیرین
Syrup.Caramel.Hershey,0.060,305.000,0.400,1.000,0.000,2.000,1.000,0.030,0.000,7.000,49.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.900,0.000,268.000,51.200,0.000,0.000,1.000,1.000,2.400,,,,شربت.کارامل.هرشی
Syrup.Chocolate.Hershey,0.730,72.000,1.400,224.000,129.000,382.000,65.000,2.110,0.000,512.000,14.000,0.500,0.020,0.000,0.200,6.000,0.000,0.000,9.000,50.000,13.000,322.000,1.300,519.000,0.000,0.000,2.600,65.100,1.130,236.000,49.650,0.000,6.000,31.000,0.670,0.000,,,,شربت.شکلات.هرشی
Syrup.CornLight,0.440,62.000,0.700,1.000,0.000,0.000,1.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.790,0.200,283.000,76.770,0.000,0.000,22.810,0.200,0.000,,,,شربت.CornLight
Syrup.Fruit,0.060,0.000,0.400,1.000,0.000,2.000,1.000,0.030,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.100,0.020,261.000,65.000,0.000,0.000,34.820,0.060,0.000,,,,شربت.میوه
Syrup.Maple,0.700,9.000,0.000,225.000,0.000,2.300,21.000,0.110,0.000,0.000,109.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.000,1.270,0.000,81.000,0.000,0.000,0.000,0.000,0.000,67.380,0.000,270.000,59.920,0.000,0.000,32.150,0.470,0.000,,,,شربت.افرا
Syrup.Strawberry.Hershey,0.060,0.000,0.400,1.000,0.000,2.000,1.000,0.030,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,65.000,0.000,250.000,60.000,0.000,0.000,34.000,0.050,0.000,,,,شربت.توت فرنگی.هرشی
Tabasco Sauce,0.160,633.000,0.500,128.000,23.000,107.000,12.000,1.160,0.000,75.000,12.000,0.200,0.010,0.000,4.500,154.000,0.000,"1,640.000",32.000,84.000,110.000,178.000,0.000,106.000,0.000,0.000,0.600,0.800,0.760,12.000,0.130,0.000,0.000,95.170,1.980,1.290,,,,سس تاباسکو
Tamarind,0.100,28.000,1.300,628.000,113.000,0.000,92.000,2.800,0.000,86.000,74.000,2.800,0.100,0.000,3.500,66.000,0.000,30.000,428.000,1.520,114.000,1.938,8.600,272.000,0.000,0.000,5.100,62.500,0.600,239.000,38.800,0.000,0.000,31.400,2.700,2.800,,,,تمرهندی
Tangerine,0.070,0.200,0.100,166.000,20.000,39.000,12.000,0.150,0.000,42.000,37.000,0.000,0.200,0.000,26.700,78.000,0.000,681.000,58.000,36.000,216.000,376.000,10.200,39.000,0.000,0.000,1.800,13.340,0.310,53.000,10.580,0.000,0.000,85.170,0.380,0.810,,,,نارنگی
Thyme (Fresh),1.810,9.000,0.000,609.000,106.000,1.719,160.000,17.450,0.000,555.000,405.000,0.000,0.000,0.000,160.100,348.000,0.000,"4,751.000",48.000,471.000,409.000,1.824,1.000,467.000,0.000,0.000,14.000,24.450,1.680,101.000,0.000,0.000,0.000,65.110,3.200,5.560,,,,آویشن (تازه)
